agecat,_id,first_dose_pcttakeup,vacc_date,full_regimen_pcttakeup,ageGroup,,,
60-69,4354,96,8-Jun-22,96,60-69,,,
60-69,4355,96,9-Jun-22,96,60-69,,,
60-69,4356,96,10-Jun-22,96,60-69,,,
60-69,4357,96,11-Jun-22,96,60-69,,,
60-69,4358,96,12-Jun-22,96,60-69,,,
60-69,4359,96,13-Jun-22,96,60-69,,,
60-69,4360,96,14-Jun-22,96,60-69,,,
60-69,4361,96,15-Jun-22,96,60-69,,,
60-69,4362,96,16-Jun-22,96,60-69,,,
60-69,4363,96,17-Jun-22,96,60-69,,,
60-69,4364,96,18-Jun-22,96,60-69,,,
60-69,4365,96,19-Jun-22,96,60-69,,,
60-69,4366,96,20-Jun-22,96,60-69,,,
60-69,4367,96,21-Jun-22,96,60-69,,,
60-69,4368,96,22-Jun-22,96,60-69,,,
60-69,4369,96,23-Jun-22,96,60-69,,,
60-69,4370,96,24-Jun-22,96,60-69,,,
60-69,4371,96,25-Jun-22,96,60-69,,,
60-69,4372,96,26-Jun-22,96,60-69,,,
60-69,4373,96,27-Jun-22,96,60-69,,,
60-69,4374,96,28-Jun-22,96,60-69,,,
60-69,4375,96,29-Jun-22,96,60-69,,,
60-69,4376,96,30-Jun-22,96,60-69,,,
60-69,4377,96,1-Jul-22,96,60-69,,,
60-69,4378,96,2-Jul-22,96,60-69,,,
60-69,4379,96,3-Jul-22,96,60-69,,,
60-69,4380,96,4-Jul-22,96,60-69,,,
60-69,4381,96,5-Jul-22,96,60-69,,,
60-69,4382,96,6-Jul-22,96,60-69,,,
60-69,4383,96,7-Jul-22,96,60-69,,,
60-69,4384,96,8-Jul-22,96,60-69,,,
60-69,4385,96,9-Jul-22,96,60-69,,,
60-69,4386,96,10-Jul-22,96,60-69,,,
60-69,4387,96,11-Jul-22,96,60-69,,,
60-69,4388,96,12-Jul-22,96,60-69,,,
60-69,4389,96,13-Jul-22,96,60-69,,,
60-69,4390,96,14-Jul-22,96,60-69,,,
60-69,4391,96,15-Jul-22,96,60-69,,,
60-69,4392,96,16-Jul-22,96,60-69,,,
60-69,4393,96,17-Jul-22,96,60-69,,,
60-69,4394,96,18-Jul-22,96,60-69,,,
60-69,4395,96,19-Jul-22,96,60-69,,,
60-69,4396,96,20-Jul-22,96,60-69,,,
60-69,4397,96,21-Jul-22,96,60-69,,,
60-69,4398,96,22-Jul-22,96,60-69,,,
60-69,4399,96,23-Jul-22,96,60-69,,,
60-69,4400,96,24-Jul-22,96,60-69,,,
60-69,4401,96,25-Jul-22,96,60-69,,,
60-69,4402,96,26-Jul-22,96,60-69,,,
60-69,4403,96,27-Jul-22,96,60-69,,,
60-69,4404,96,28-Jul-22,96,60-69,,,
60-69,4405,96,29-Jul-22,96,60-69,,,
60-69,4406,96,30-Jul-22,96,60-69,,,
60-69,4407,96,31-Jul-22,96,60-69,,,
60-69,4408,96,1-Aug-22,96,60-69,,,
60-69,4409,96,2-Aug-22,96,60-69,,,
60-69,4410,96,3-Aug-22,96,60-69,,,
60-69,4411,96,4-Aug-22,96,60-69,,,
60-69,4412,96,5-Aug-22,96,60-69,,,
60-69,4413,96,6-Aug-22,96,60-69,,,
60-69,4414,96,7-Aug-22,96,60-69,,,
60-69,4415,96,8-Aug-22,96,60-69,,,
60-69,4416,96,9-Aug-22,96,60-69,,,
60-69,4417,96,10-Aug-22,96,60-69,,,
60-69,4418,96,11-Aug-22,96,60-69,,,
60-69,4419,96,12-Aug-22,96,60-69,,,
60-69,4420,96,13-Aug-22,96,60-69,,,
60-69,4421,96,14-Aug-22,96,60-69,,,
60-69,4422,96,15-Aug-22,96,60-69,,,
60-69,4423,96,16-Aug-22,96,60-69,,,
60-69,4424,96,17-Aug-22,96,60-69,,,
60-69,4425,96,18-Aug-22,96,60-69,,,
60-69,4426,96,19-Aug-22,96,60-69,,,
60-69,4427,96,20-Aug-22,96,60-69,,,
60-69,4428,96,21-Aug-22,96,60-69,,,
60-69,4429,96,22-Aug-22,96,60-69,,,
60-69,4430,96,23-Aug-22,96,60-69,,,
60-69,4431,96,24-Aug-22,96,60-69,,,
60-69,4432,96,25-Aug-22,96,60-69,,,
60-69,4433,96,26-Aug-22,96,60-69,,,
60-69,4434,96,27-Aug-22,96,60-69,,,
60-69,4435,96,28-Aug-22,96,60-69,,,
60-69,4436,96,29-Aug-22,96,60-69,,,
60-69,4437,96,30-Aug-22,96,60-69,,,
60-69,4438,96,31-Aug-22,96,60-69,,,
60-69,4439,96,1-Sep-22,96,60-69,,,
60-69,4440,96,2-Sep-22,96,60-69,,,
60-69,4441,96,3-Sep-22,96,60-69,,,
60-69,4442,96,4-Sep-22,96,60-69,,,
60-69,4443,96,5-Sep-22,96,60-69,,,
60-69,4444,96,6-Sep-22,96,60-69,,,
60-69,4445,96,7-Sep-22,96,60-69,,,
60-69,4446,96,8-Sep-22,96,60-69,,,
60-69,4447,96,9-Sep-22,96,60-69,,,
60-69,4448,96,10-Sep-22,96,60-69,,,
60-69,4449,96,11-Sep-22,96,60-69,,,
60-69,4450,96,12-Sep-22,96,60-69,,,
60-69,4451,96,13-Sep-22,96,60-69,,,
60-69,4452,96,14-Sep-22,96,60-69,,,
60-69,4453,96,15-Sep-22,96,60-69,,,
60-69,4454,96,16-Sep-22,96,60-69,,,
60-69,4455,96,17-Sep-22,96,60-69,,,
60-69,4456,96,18-Sep-22,96,60-69,,,
60-69,4457,96,19-Sep-22,96,60-69,,,
60-69,4458,96,20-Sep-22,96,60-69,,,
60-69,4459,96,21-Sep-22,96,60-69,,,
60-69,4460,96,22-Sep-22,96,60-69,,,
60-69,4461,96,23-Sep-22,96,60-69,,,
60-69,4462,96,24-Sep-22,96,60-69,,,
60-69,4463,96,25-Sep-22,96,60-69,,,
60-69,4464,96,26-Sep-22,96,60-69,,,
60-69,4465,96,27-Sep-22,96,60-69,,,
60-69,4466,96,28-Sep-22,96,60-69,,,
Dec-19,1064,96,28-Feb-22,95,Dec-19,,,
Dec-19,1065,96,1-Mar-22,95,Dec-19,,,
Dec-19,1066,96,2-Mar-22,95,Dec-19,,,
1-Dec,1067,96,3-Mar-22,95,1-Dec,,,
Dec-19,1068,96,4-Mar-22,95,Dec-19,,,
Dec-19,1069,96,5-Mar-22,95,Dec-19,,,
Dec-19,1070,96,6-Mar-22,95,Dec-19,,,
Dec-19,1071,96,7-Mar-22,95,Dec-19,,,
Dec-19,1072,96,8-Mar-22,95,Dec-19,,,
Dec-19,1073,96,9-Mar-22,95,Dec-19,,,
Dec-19,1074,96,10-Mar-22,95,Dec-19,,,
Dec-19,1075,96,11-Mar-22,95,Dec-19,,,
1-Dec,1076,96,12-Mar-22,95,1-Dec,,,
Dec-19,1077,96,13-Mar-22,95,Dec-19,,,
Dec-19,1078,96,14-Mar-22,95,Dec-19,,,
Dec-19,1079,96,15-Mar-22,95,Dec-19,,,
Dec-19,1080,96,16-Mar-22,95,Dec-19,,,
Dec-19,1081,96,17-Mar-22,95,Dec-19,,,
Dec-19,1082,96,18-Mar-22,95,Dec-19,,,
Dec-19,1083,96,19-Mar-22,95,Dec-19,,,
Dec-19,1084,96,20-Mar-22,95,Dec-19,,,
1-Dec,1085,96,21-Mar-22,95,1-Dec,,,
Dec-19,1086,96,22-Mar-22,95,Dec-19,,,
Dec-19,1087,96,23-Mar-22,95,Dec-19,,,
Dec-19,1088,96,24-Mar-22,95,Dec-19,,,
Dec-19,1089,96,25-Mar-22,95,Dec-19,,,
Dec-19,1090,96,26-Mar-22,95,Dec-19,,,
Dec-19,1091,96,27-Mar-22,95,Dec-19,,,
Dec-19,1092,96,28-Mar-22,95,Dec-19,,,
Dec-19,1093,96,29-Mar-22,95,Dec-19,,,
1-Dec,1094,96,30-Mar-22,95,1-Dec,,,
Dec-19,1095,96,31-Mar-22,95,Dec-19,,,
Dec-19,1096,96,1-Apr-22,95,Dec-19,,,
Dec-19,1097,96,2-Apr-22,95,Dec-19,,,
Dec-19,1098,96,3-Apr-22,95,Dec-19,,,
Dec-19,1099,96,4-Apr-22,95,Dec-19,,,
Dec-19,1100,96,5-Apr-22,95,Dec-19,,,
Dec-19,1101,96,6-Apr-22,95,Dec-19,,,
Dec-19,1102,96,7-Apr-22,95,Dec-19,,,
1-Dec,1103,96,8-Apr-22,95,1-Dec,,,
Dec-19,1104,96,9-Apr-22,95,Dec-19,,,
Dec-19,1105,96,10-Apr-22,95,Dec-19,,,
Dec-19,1106,96,11-Apr-22,95,Dec-19,,,
Dec-19,1107,96,12-Apr-22,95,Dec-19,,,
Dec-19,1108,96,13-Apr-22,95,Dec-19,,,
Dec-19,1109,96,14-Apr-22,95,Dec-19,,,
Dec-19,1110,96,15-Apr-22,95,Dec-19,,,
Dec-19,1111,96,16-Apr-22,95,Dec-19,,,
1-Dec,1112,96,17-Apr-22,95,1-Dec,,,
Dec-19,1113,96,18-Apr-22,95,Dec-19,,,
Dec-19,1114,96,19-Apr-22,95,Dec-19,,,
Dec-19,1115,96,20-Apr-22,95,Dec-19,,,
Dec-19,1116,96,21-Apr-22,95,Dec-19,,,
Dec-19,1117,96,22-Apr-22,95,Dec-19,,,
Dec-19,1118,96,23-Apr-22,95,Dec-19,,,
Dec-19,1119,96,24-Apr-22,95,Dec-19,,,
Dec-19,1120,96,25-Apr-22,95,Dec-19,,,
1-Dec,1121,96,26-Apr-22,95,1-Dec,,,
Dec-19,1122,96,27-Apr-22,95,Dec-19,,,
Dec-19,1123,96,28-Apr-22,95,Dec-19,,,
Dec-19,1124,96,29-Apr-22,95,Dec-19,,,
Dec-19,1125,96,30-Apr-22,95,Dec-19,,,
Dec-19,1126,96,1-May-22,95,Dec-19,,,
Dec-19,1127,96,2-May-22,95,Dec-19,,,
Dec-19,1128,96,3-May-22,95,Dec-19,,,
Dec-19,1129,96,4-May-22,95,Dec-19,,,
1-Dec,1130,96,5-May-22,95,1-Dec,,,
Dec-19,1131,96,6-May-22,95,Dec-19,,,
Dec-19,1132,96,7-May-22,95,Dec-19,,,
Dec-19,1133,96,8-May-22,95,Dec-19,,,
Dec-19,1134,96,9-May-22,95,Dec-19,,,
Dec-19,1135,96,10-May-22,95,Dec-19,,,
50-59,3515,96,19-Nov-21,95,50-59,,,
50-59,3516,96,20-Nov-21,95,50-59,,,
50-59,3517,96,21-Nov-21,95,50-59,,,
50-59,3518,96,22-Nov-21,95,50-59,,,
50-59,3519,96,23-Nov-21,95,50-59,,,
50-59,3520,96,24-Nov-21,95,50-59,,,
50-59,3521,96,25-Nov-21,95,50-59,,,
50-59,3522,96,26-Nov-21,95,50-59,,,
50-59,3523,96,27-Nov-21,95,50-59,,,
50-59,3524,96,28-Nov-21,95,50-59,,,
50-59,3525,96,29-Nov-21,95,50-59,,,
50-59,3526,96,30-Nov-21,95,50-59,,,
60-69,4150,96,16-Nov-21,95,60-69,,,
60-69,4151,96,17-Nov-21,95,60-69,,,
60-69,4152,96,18-Nov-21,95,60-69,,,
60-69,4153,96,19-Nov-21,95,60-69,,,
60-69,4154,96,20-Nov-21,95,60-69,,,
60-69,4155,96,21-Nov-21,95,60-69,,,
60-69,4156,96,22-Nov-21,95,60-69,,,
60-69,4157,96,23-Nov-21,95,60-69,,,
60-69,4158,96,24-Nov-21,95,60-69,,,
60-69,4159,96,25-Nov-21,95,60-69,,,
60-69,4160,96,26-Nov-21,95,60-69,,,
60-69,4161,96,27-Nov-21,95,60-69,,,
60-69,4162,96,28-Nov-21,95,60-69,,,
60-69,4163,96,29-Nov-21,95,60-69,,,
60-69,4164,96,30-Nov-21,95,60-69,,,
60-69,4165,96,1-Dec-21,95,60-69,,,
60-69,4166,96,2-Dec-21,95,60-69,,,
60-69,4167,96,3-Dec-21,95,60-69,,,
60-69,4168,96,4-Dec-21,95,60-69,,,
60-69,4169,96,5-Dec-21,95,60-69,,,
60-69,4170,96,6-Dec-21,95,60-69,,,
60-69,4171,96,7-Dec-21,95,60-69,,,
60-69,4172,96,8-Dec-21,95,60-69,,,
60-69,4173,96,9-Dec-21,95,60-69,,,
60-69,4174,96,10-Dec-21,95,60-69,,,
60-69,4175,96,11-Dec-21,95,60-69,,,
60-69,4176,96,12-Dec-21,95,60-69,,,
60-69,4177,96,13-Dec-21,95,60-69,,,
60-69,4178,96,14-Dec-21,95,60-69,,,
60-69,4179,96,15-Dec-21,95,60-69,,,
60-69,4180,96,16-Dec-21,95,60-69,,,
60-69,4181,96,17-Dec-21,95,60-69,,,
60-69,4182,96,18-Dec-21,95,60-69,,,
60-69,4183,96,19-Dec-21,95,60-69,,,
60-69,4184,96,20-Dec-21,95,60-69,,,
60-69,4185,96,21-Dec-21,95,60-69,,,
60-69,4186,96,22-Dec-21,95,60-69,,,
60-69,4187,96,23-Dec-21,95,60-69,,,
60-69,4188,96,24-Dec-21,95,60-69,,,
60-69,4189,96,25-Dec-21,95,60-69,,,
60-69,4190,96,26-Dec-21,95,60-69,,,
60-69,4191,96,27-Dec-21,95,60-69,,,
60-69,4192,96,28-Dec-21,95,60-69,,,
60-69,4193,96,29-Dec-21,95,60-69,,,
60-69,4194,96,30-Dec-21,95,60-69,,,
60-69,4195,96,31-Dec-21,95,60-69,,,
60-69,4196,96,1-Jan-22,95,60-69,,,
60-69,4197,96,2-Jan-22,95,60-69,,,
60-69,4198,96,3-Jan-22,95,60-69,,,
60-69,4199,96,4-Jan-22,95,60-69,,,
60-69,4200,96,5-Jan-22,95,60-69,,,
60-69,4201,96,6-Jan-22,95,60-69,,,
60-69,4202,96,7-Jan-22,95,60-69,,,
60-69,4203,96,8-Jan-22,95,60-69,,,
60-69,4204,96,9-Jan-22,95,60-69,,,
60-69,4205,96,10-Jan-22,95,60-69,,,
60-69,4206,96,11-Jan-22,95,60-69,,,
70-79,4846,96,13-Jan-22,95,70-79,,,
70-79,4847,96,14-Jan-22,95,70-79,,,
70-79,4848,96,15-Jan-22,95,70-79,,,
70-79,4849,96,16-Jan-22,95,70-79,,,
70-79,4850,96,17-Jan-22,95,70-79,,,
70-79,4851,96,18-Jan-22,95,70-79,,,
70-79,4852,96,19-Jan-22,95,70-79,,,
70-79,4853,96,20-Jan-22,95,70-79,,,
70-79,4854,96,21-Jan-22,95,70-79,,,
70-79,4855,96,22-Jan-22,95,70-79,,,
70-79,4856,96,23-Jan-22,95,70-79,,,
70-79,4857,96,24-Jan-22,95,70-79,,,
70-79,4858,96,25-Jan-22,95,70-79,,,
70-79,4859,96,26-Jan-22,95,70-79,,,
70-79,4860,96,27-Jan-22,95,70-79,,,
70-79,4861,96,28-Jan-22,95,70-79,,,
70-79,4862,96,29-Jan-22,95,70-79,,,
70-79,4863,96,30-Jan-22,95,70-79,,,
70-79,4864,96,31-Jan-22,95,70-79,,,
70-79,4865,96,1-Feb-22,95,70-79,,,
70-79,4866,96,2-Feb-22,95,70-79,,,
70-79,4867,96,3-Feb-22,95,70-79,,,
70-79,4868,96,4-Feb-22,95,70-79,,,
70-79,4869,96,5-Feb-22,95,70-79,,,
70-79,4870,96,6-Feb-22,95,70-79,,,
70-79,4871,96,7-Feb-22,95,70-79,,,
70-79,4872,96,8-Feb-22,95,70-79,,,
70-79,4873,96,9-Feb-22,95,70-79,,,
70-79,4874,96,10-Feb-22,95,70-79,,,
70-79,4875,96,11-Feb-22,95,70-79,,,
70-79,4876,96,12-Feb-22,95,70-79,,,
70-79,4877,96,13-Feb-22,95,70-79,,,
70-79,4878,96,14-Feb-22,95,70-79,,,
70-79,4879,96,15-Feb-22,95,70-79,,,
70-79,4880,96,16-Feb-22,95,70-79,,,
70-79,4881,96,17-Feb-22,95,70-79,,,
70-79,4882,96,18-Feb-22,95,70-79,,,
70-79,4883,96,19-Feb-22,95,70-79,,,
70-79,4884,96,20-Feb-22,95,70-79,,,
70-79,4885,96,21-Feb-22,95,70-79,,,
70-79,4886,96,22-Feb-22,95,70-79,,,
70-79,4887,96,23-Feb-22,95,70-79,,,
70-79,4888,96,24-Feb-22,95,70-79,,,
70-79,4889,96,25-Feb-22,95,70-79,,,
70-79,4890,96,26-Feb-22,95,70-79,,,
70-79,4891,96,27-Feb-22,95,70-79,,,
70-79,4892,96,28-Feb-22,95,70-79,,,
70-79,4893,96,1-Mar-22,95,70-79,,,
70-79,4894,96,2-Mar-22,95,70-79,,,
70-79,4895,96,3-Mar-22,95,70-79,,,
70-79,4896,96,4-Mar-22,95,70-79,,,
70-79,4897,96,5-Mar-22,95,70-79,,,
70-79,4898,96,6-Mar-22,95,70-79,,,
70-79,4899,96,7-Mar-22,95,70-79,,,
70-79,4900,96,8-Mar-22,95,70-79,,,
70-79,4901,96,9-Mar-22,95,70-79,,,
70-79,4902,96,10-Mar-22,95,70-79,,,
70-79,4903,96,11-Mar-22,95,70-79,,,
70-79,4904,96,12-Mar-22,95,70-79,,,
70-79,4905,96,13-Mar-22,95,70-79,,,
70-79,4906,96,14-Mar-22,95,70-79,,,
70-79,4907,96,15-Mar-22,95,70-79,,,
70-79,4908,96,16-Mar-22,95,70-79,,,
70-79,4909,96,17-Mar-22,95,70-79,,,
70-79,4910,96,18-Mar-22,95,70-79,,,
70-79,4911,96,19-Mar-22,95,70-79,,,
70-79,4912,96,20-Mar-22,95,70-79,,,
70-79,4913,96,21-Mar-22,95,70-79,,,
70-79,4914,96,22-Mar-22,95,70-79,,,
70-79,4915,96,23-Mar-22,95,70-79,,,
70-79,4916,96,24-Mar-22,95,70-79,,,
70-79,4917,96,25-Mar-22,95,70-79,,,
70-79,4918,96,26-Mar-22,95,70-79,,,
70-79,4919,96,27-Mar-22,95,70-79,,,
70-79,4920,96,28-Mar-22,95,70-79,,,
70-79,4921,96,29-Mar-22,95,70-79,,,
70-79,4922,96,30-Mar-22,95,70-79,,,
70-79,4923,96,31-Mar-22,95,70-79,,,
70-79,4924,96,1-Apr-22,95,70-79,,,
70-79,4925,96,2-Apr-22,95,70-79,,,
70-79,4926,96,3-Apr-22,95,70-79,,,
70-79,4927,96,4-Apr-22,95,70-79,,,
70-79,4928,96,5-Apr-22,95,70-79,,,
70-79,4929,96,6-Apr-22,95,70-79,,,
70-79,4930,96,7-Apr-22,95,70-79,,,
70-79,4931,96,8-Apr-22,95,70-79,,,
70-79,4932,96,9-Apr-22,95,70-79,,,
70-79,4933,96,10-Apr-22,95,70-79,,,
70-79,4934,96,11-Apr-22,95,70-79,,,
70-79,4935,96,12-Apr-22,95,70-79,,,
70-79,4936,96,13-Apr-22,95,70-79,,,
70-79,4937,96,14-Apr-22,95,70-79,,,
70-79,4938,96,15-Apr-22,95,70-79,,,
70-79,4939,96,16-Apr-22,95,70-79,,,
70-79,4940,96,17-Apr-22,95,70-79,,,
70-79,4941,96,18-Apr-22,95,70-79,,,
70-79,4942,96,19-Apr-22,95,70-79,,,
70-79,4943,96,20-Apr-22,95,70-79,,,
70-79,4944,96,21-Apr-22,95,70-79,,,
70-79,4945,96,22-Apr-22,95,70-79,,,
70-79,4946,96,23-Apr-22,95,70-79,,,
70-79,4947,96,24-Apr-22,95,70-79,,,
70-79,4948,96,25-Apr-22,95,70-79,,,
70-79,4949,96,26-Apr-22,95,70-79,,,
70-79,4950,96,27-Apr-22,95,70-79,,,
70-79,4951,96,28-Apr-22,95,70-79,,,
70-79,4952,96,29-Apr-22,95,70-79,,,
70-79,4953,96,30-Apr-22,95,70-79,,,
70-79,4954,96,1-May-22,95,70-79,,,
70-79,4955,96,2-May-22,95,70-79,,,
70-79,4956,96,3-May-22,95,70-79,,,
70-79,4957,96,4-May-22,95,70-79,,,
70-79,4958,96,5-May-22,95,70-79,,,
70-79,4959,96,6-May-22,95,70-79,,,
70-79,4960,96,7-May-22,95,70-79,,,
70-79,4961,96,8-May-22,95,70-79,,,
70-79,4962,96,9-May-22,95,70-79,,,
70-79,4963,96,10-May-22,95,70-79,,,
70-79,4964,96,11-May-22,95,70-79,,,
70-79,4965,96,12-May-22,95,70-79,,,
70-79,4966,96,13-May-22,95,70-79,,,
70-79,4967,96,14-May-22,95,70-79,,,
70-79,4968,96,15-May-22,95,70-79,,,
70-79,4969,96,16-May-22,95,70-79,,,
70-79,4970,96,17-May-22,95,70-79,,,
70-79,4971,96,18-May-22,95,70-79,,,
70-79,4972,96,19-May-22,95,70-79,,,
70-79,4973,96,20-May-22,95,70-79,,,
70-79,4974,96,21-May-22,95,70-79,,,
70-79,4975,96,22-May-22,95,70-79,,,
70-79,4976,96,23-May-22,95,70-79,,,
70-79,4977,96,24-May-22,95,70-79,,,
70-79,4978,96,25-May-22,95,70-79,,,
70-79,4979,96,26-May-22,95,70-79,,,
70-79,4980,96,27-May-22,95,70-79,,,
70-79,4981,96,28-May-22,95,70-79,,,
70-79,4982,96,29-May-22,95,70-79,,,
70-79,4983,96,30-May-22,95,70-79,,,
70-79,4984,96,31-May-22,95,70-79,,,
70-79,4985,96,1-Jun-22,95,70-79,,,
70-79,4986,96,2-Jun-22,95,70-79,,,
70-79,4987,96,3-Jun-22,95,70-79,,,
70-79,4988,96,4-Jun-22,95,70-79,,,
70-79,4989,96,5-Jun-22,95,70-79,,,
70-79,4990,96,6-Jun-22,95,70-79,,,
70-79,4991,96,7-Jun-22,95,70-79,,,
70-79,4992,96,8-Jun-22,95,70-79,,,
70-79,4993,96,9-Jun-22,95,70-79,,,
70-79,4994,96,10-Jun-22,95,70-79,,,
70-79,4995,96,11-Jun-22,95,70-79,,,
70-79,4996,96,12-Jun-22,95,70-79,,,
70-79,4997,96,13-Jun-22,95,70-79,,,
70-79,4998,96,14-Jun-22,95,70-79,,,
70-79,4999,96,15-Jun-22,95,70-79,,,
70-79,5000,96,16-Jun-22,95,70-79,,,
70-79,5001,96,17-Jun-22,95,70-79,,,
70-79,5002,96,18-Jun-22,95,70-79,,,
70-79,5003,96,19-Jun-22,95,70-79,,,
70-79,5004,96,20-Jun-22,95,70-79,,,
70-79,5005,96,21-Jun-22,95,70-79,,,
70-79,5006,96,22-Jun-22,95,70-79,,,
70-79,5007,96,23-Jun-22,95,70-79,,,
70-79,5008,96,24-Jun-22,95,70-79,,,
70-79,5009,96,25-Jun-22,95,70-79,,,
70-79,5010,96,26-Jun-22,95,70-79,,,
70-79,5011,96,27-Jun-22,95,70-79,,,
70-79,5012,96,28-Jun-22,95,70-79,,,
70-79,5013,96,29-Jun-22,95,70-79,,,
70-79,5014,96,30-Jun-22,95,70-79,,,
70-79,5015,96,1-Jul-22,95,70-79,,,
70-79,5016,96,2-Jul-22,95,70-79,,,
70-79,5017,96,3-Jul-22,95,70-79,,,
70-79,5018,96,4-Jul-22,95,70-79,,,
70-79,5019,96,5-Jul-22,95,70-79,,,
70-79,5020,96,6-Jul-22,95,70-79,,,
70-79,5021,96,7-Jul-22,95,70-79,,,
70-79,5022,96,8-Jul-22,95,70-79,,,
70-79,5023,96,9-Jul-22,95,70-79,,,
70-79,5024,96,10-Jul-22,95,70-79,,,
70-79,5025,96,11-Jul-22,95,70-79,,,
70-79,5026,96,12-Jul-22,95,70-79,,,
70-79,5027,96,13-Jul-22,95,70-79,,,
70-79,5028,96,14-Jul-22,95,70-79,,,
70-79,5029,96,15-Jul-22,95,70-79,,,
70-79,5030,96,16-Jul-22,95,70-79,,,
70-79,5031,96,17-Jul-22,95,70-79,,,
70-79,5032,96,18-Jul-22,95,70-79,,,
70-79,5033,96,19-Jul-22,95,70-79,,,
70-79,5034,96,20-Jul-22,95,70-79,,,
70-79,5035,96,21-Jul-22,95,70-79,,,
70-79,5036,96,22-Jul-22,95,70-79,,,
70-79,5037,96,23-Jul-22,95,70-79,,,
70-79,5038,96,24-Jul-22,95,70-79,,,
70-79,5039,96,25-Jul-22,95,70-79,,,
70-79,5040,96,26-Jul-22,95,70-79,,,
70-79,5041,96,27-Jul-22,95,70-79,,,
70-79,5042,96,28-Jul-22,95,70-79,,,
70-79,5043,96,29-Jul-22,95,70-79,,,
70-79,5044,96,30-Jul-22,95,70-79,,,
70-79,5045,96,31-Jul-22,95,70-79,,,
70-79,5046,96,1-Aug-22,95,70-79,,,
70-79,5047,96,2-Aug-22,95,70-79,,,
70-79,5048,96,3-Aug-22,95,70-79,,,
70-79,5049,96,4-Aug-22,95,70-79,,,
70-79,5050,96,5-Aug-22,95,70-79,,,
70-79,5051,96,6-Aug-22,95,70-79,,,
70-79,5052,96,7-Aug-22,95,70-79,,,
70-79,5053,96,8-Aug-22,95,70-79,,,
70-79,5054,96,9-Aug-22,95,70-79,,,
70-79,5055,96,10-Aug-22,95,70-79,,,
70-79,5056,96,11-Aug-22,95,70-79,,,
70-79,5057,96,12-Aug-22,95,70-79,,,
70-79,5058,96,13-Aug-22,95,70-79,,,
70-79,5059,96,14-Aug-22,95,70-79,,,
70-79,5060,96,15-Aug-22,95,70-79,,,
70-79,5061,96,16-Aug-22,95,70-79,,,
70-79,5062,96,17-Aug-22,95,70-79,,,
70-79,5063,96,18-Aug-22,95,70-79,,,
70-79,5064,96,19-Aug-22,95,70-79,,,
70-79,5065,96,20-Aug-22,95,70-79,,,
70-79,5066,96,21-Aug-22,95,70-79,,,
70-79,5067,96,22-Aug-22,95,70-79,,,
70-79,5068,96,23-Aug-22,95,70-79,,,
70-79,5069,96,24-Aug-22,95,70-79,,,
70-79,5070,96,25-Aug-22,95,70-79,,,
70-79,5071,96,26-Aug-22,95,70-79,,,
70-79,5072,96,27-Aug-22,95,70-79,,,
70-79,5073,96,28-Aug-22,95,70-79,,,
70-79,5074,96,29-Aug-22,95,70-79,,,
70-79,5075,96,30-Aug-22,95,70-79,,,
70-79,5076,96,31-Aug-22,95,70-79,,,
70-79,5077,96,1-Sep-22,95,70-79,,,
70-79,5078,96,2-Sep-22,95,70-79,,,
70-79,5079,96,3-Sep-22,95,70-79,,,
70-79,5080,96,4-Sep-22,95,70-79,,,
70-79,5081,96,5-Sep-22,95,70-79,,,
70-79,5082,96,6-Sep-22,95,70-79,,,
70-79,5083,96,7-Sep-22,95,70-79,,,
70-79,5084,96,8-Sep-22,95,70-79,,,
70-79,5085,96,9-Sep-22,95,70-79,,,
70-79,5086,96,10-Sep-22,95,70-79,,,
70-79,5087,96,11-Sep-22,95,70-79,,,
70-79,5088,96,12-Sep-22,95,70-79,,,
70-79,5089,96,13-Sep-22,95,70-79,,,
70-79,5090,96,14-Sep-22,95,70-79,,,
70-79,5091,96,15-Sep-22,95,70-79,,,
70-79,5092,96,16-Sep-22,95,70-79,,,
70-79,5093,96,17-Sep-22,95,70-79,,,
70-79,5094,96,18-Sep-22,95,70-79,,,
70-79,5095,96,19-Sep-22,95,70-79,,,
70-79,5096,96,20-Sep-22,95,70-79,,,
70-79,5097,96,21-Sep-22,95,70-79,,,
70-79,5098,96,22-Sep-22,95,70-79,,,
70-79,5099,96,23-Sep-22,95,70-79,,,
70-79,5100,96,24-Sep-22,95,70-79,,,
70-79,5101,96,25-Sep-22,95,70-79,,,
70-79,5102,96,26-Sep-22,95,70-79,,,
70-79,5103,96,27-Sep-22,95,70-79,,,
70-79,5104,96,28-Sep-22,95,70-79,,,
80+,5489,95,18-Jan-22,94,80+,,,
80+,5490,95,19-Jan-22,94,80+,,,
80+,5491,95,20-Jan-22,94,80+,,,
80+,5492,95,21-Jan-22,94,80+,,,
80+,5493,95,22-Jan-22,94,80+,,,
80+,5494,95,23-Jan-22,94,80+,,,
80+,5495,95,24-Jan-22,94,80+,,,
80+,5496,95,25-Jan-22,94,80+,,,
80+,5497,95,26-Jan-22,94,80+,,,
80+,5498,95,27-Jan-22,94,80+,,,
80+,5499,95,28-Jan-22,94,80+,,,
80+,5500,95,29-Jan-22,94,80+,,,
80+,5501,95,30-Jan-22,94,80+,,,
80+,5502,95,31-Jan-22,94,80+,,,
80+,5503,95,1-Feb-22,94,80+,,,
80+,5504,95,2-Feb-22,94,80+,,,
80+,5505,95,3-Feb-22,94,80+,,,
